district,year,crime_type,count
raichur,2022,cyber crimes/information technology act,12
raichur,2022,exposure and abandonment (sec.317 ipc),2
raichur,2022,juveniles justice (care and protection of children) act,4
raichur,2022,kidnapping and abduction of children,136
raichur,2022,murder (sec.302 ipc),6
raichur,2022,other ipc crimes,72
raichur,2022,prohibition of child marriage act,2
raichur,2022,"protection of children from sexual offences act (pocso) r/w sec.376,354, 509 ipc)",208
raichur,2022,total crimes against children (ipc+ sll),282
raichur,2022,total ipc crimes against children,148
raichur,2022,total sll crimes against children,134
raichur,2023,abetment to suicide of women (sec. 305/306 ipc),14
raichur,2023,assault on women with intent to outrage her modesty (sec. 354 ipc),434
raichur,2023,cruelty by husband or his relatives (sec. 498 a ipc),230
raichur,2023,cyber crimes/information technology act (women centric crimes only),12
raichur,2023,dowry deaths (sec. 304b ipc),12
raichur,2023,"dowry prohibition act, 1961",120
raichur,2023,immoral traffic (prevention) act 1956 (women victims cases only),6
raichur,2023,kidnapping & abduction of women,50
raichur,2023,protection of children from sexual violence act (girl child victims only),104
raichur,2023,rape (sec. 376 ipc),48
raichur,2023,total crime against women (ipc+sll),1030
ramanagara,2022,child labour (prohibition & regulation) act,10
ramanagara,2022,cyber crimes/information technology act,10
ramanagara,2022,human trafficking (secs. 370 & 370a ipc) (children only),2
ramanagara,2022,juveniles justice (care and protection of children) act,2
ramanagara,2022,kidnapping and abduction of children,472
ramanagara,2022,murder (sec.302 ipc),4
ramanagara,2022,other sll crimes,2
ramanagara,2022,prohibition of child marriage act,28
ramanagara,2022,"protection of children from sexual offences act (pocso) r/w sec.376,354, 509 ipc)",368
ramanagara,2022,total crimes against children (ipc+ sll),478
ramanagara,2022,total ipc crimes against children,242
ramanagara,2022,total sll crimes against children,236
ramanagara,2023,assault on women with intent to outrage her modesty (sec. 354 ipc),582
ramanagara,2023,cruelty by husband or his relatives (sec. 498 a ipc),92
ramanagara,2023,cyber crimes/information technology act (women centric crimes only),10
ramanagara,2023,dowry deaths (sec. 304b ipc),8
ramanagara,2023,"dowry prohibition act, 1961",136
ramanagara,2023,immoral traffic (prevention) act 1956 (women victims cases only),4
ramanagara,2023,insult to the modesty of women (sec. 509 ipc),2
ramanagara,2023,kidnapping & abduction of women,164
ramanagara,2023,protection of children from sexual violence act (girl child victims only),184
ramanagara,2023,rape (sec. 376 ipc),28
ramanagara,2023,total crime against women (ipc+sll),1210
shimoga,2022,abetment of suicide of child (sec.305 ipc),6
shimoga,2022,child labour (prohibition & regulation) act,10
shimoga,2022,cyber crimes/information technology act,10
shimoga,2022,exposure and abandonment (sec.317 ipc),4
shimoga,2022,juveniles justice (care and protection of children) act,6
shimoga,2022,kidnapping and abduction of children,728
shimoga,2022,murder (sec.302 ipc),4
shimoga,2022,other ipc crimes,54
shimoga,2022,other sll crimes,2
shimoga,2022,prohibition of child marriage act,6
shimoga,2022,"protection of children from sexual offences act (pocso) r/w sec.376,354, 509 ipc)",728
shimoga,2022,total crimes against children (ipc+ sll),710
shimoga,2022,total ipc crimes against children,312
shimoga,2022,total sll crimes against children,398
shimoga,2023,abetment to suicide of women (sec. 305/306 ipc),24
shimoga,2023,assault on women with intent to outrage her modesty (sec. 354 ipc),654
shimoga,2023,cruelty by husband or his relatives (sec. 498 a ipc),184
shimoga,2023,cyber crimes/information technology act (women centric crimes only),12
shimoga,2023,dowry deaths (sec. 304b ipc),20
shimoga,2023,"dowry prohibition act, 1961",180
shimoga,2023,immoral traffic (prevention) act 1956 (women victims cases only),4
shimoga,2023,insult to the modesty of women (sec. 509 ipc),2
shimoga,2023,kidnapping & abduction of women,142
shimoga,2023,protection of children from sexual violence act (girl child victims only),364
shimoga,2023,rape (sec. 376 ipc),46
shimoga,2023,total crime against women (ipc+sll),1632
tumakuru,2022,attempt to commit murder (sec.307 ipc),20
tumakuru,2022,child labour (prohibition & regulation) act,4
tumakuru,2022,cyber crimes/information technology act,18
tumakuru,2022,exposure and abandonment (sec.317 ipc),6
tumakuru,2022,juveniles justice (care and protection of children) act,8
tumakuru,2022,kidnapping and abduction of children,512
tumakuru,2022,murder (sec.302 ipc),12
tumakuru,2022,other ipc crimes,328
tumakuru,2022,prohibition of child marriage act,16
tumakuru,2022,"protection of children from sexual offences act (pocso) r/w sec.376,354, 509 ipc)",546
tumakuru,2022,"simple hurt (sec.323 r/w ipc,324,332,353,327,328,330 ipc)",72
tumakuru,2022,total crimes against children (ipc+ sll),946
tumakuru,2022,total ipc crimes against children,694
tumakuru,2022,total sll crimes against children,252
tumakuru,2023,assault on women with intent to outrage her modesty (sec. 354 ipc),568
tumakuru,2023,cruelty by husband or his relatives (sec. 498 a ipc),130
tumakuru,2023,cyber crimes/information technology act (women centric crimes only),18
tumakuru,2023,dowry deaths (sec. 304b ipc),8
tumakuru,2023,"dowry prohibition act, 1961",228
tumakuru,2023,immoral traffic (prevention) act 1956 (women victims cases only),8
tumakuru,2023,insult to the modesty of women (sec. 509 ipc),4
tumakuru,2023,kidnapping & abduction of women,218
tumakuru,2023,miscarriage (sec. 313 & 314 ipc),2
tumakuru,2023,protection of children from sexual violence act (girl child victims only),202
tumakuru,2023,rape (sec. 376 ipc),38
tumakuru,2023,total crime against women (ipc+sll),1424
udupi,2022,cyber crimes/information technology act,20
udupi,2022,foeticide (sec. 315 & 316 ipc),2
udupi,2022,"grievous hurt (sec.325, 32,326a, 326b,329,331, 333, 335 ipc)",4
udupi,2022,juveniles justice (care and protection of children) act,12
udupi,2022,kidnapping and abduction of children,96
udupi,2022,murder (sec.302 ipc),2
udupi,2022,other ipc crimes,2
udupi,2022,"protection of children from sexual offences act (pocso) r/w sec.376,354, 509 ipc)",402
udupi,2022,total crimes against children (ipc+ sll),220
udupi,2022,total ipc crimes against children,58
udupi,2022,total sll crimes against children,162
udupi,2023,abetment to suicide of women (sec. 305/306 ipc),8
udupi,2023,assault on women with intent to outrage her modesty (sec. 354 ipc),144
udupi,2023,cruelty by husband or his relatives (sec. 498 a ipc),60
udupi,2023,cyber crimes/information technology act (women centric crimes only),28
udupi,2023,"dowry prohibition act, 1961",42
udupi,2023,immoral traffic (prevention) act 1956 (women victims cases only),4
udupi,2023,insult to the modesty of women (sec. 509 ipc),8
udupi,2023,kidnapping & abduction of women,16
udupi,2023,protection of children from sexual violence act (girl child victims only),132
udupi,2023,rape (sec. 376 ipc),20
udupi,2023,total crime against women (ipc+sll),462
uttara kannada,2022,cyber crimes/information technology act,4
uttara kannada,2022,exposure and abandonment (sec.317 ipc),6
uttara kannada,2022,"grievous hurt (sec.325, 32,326a, 326b,329,331, 333, 335 ipc)",2
uttara kannada,2022,juveniles justice (care and protection of children) act,6
uttara kannada,2022,kidnapping and abduction of children,256
uttara kannada,2022,murder (sec.302 ipc),6
uttara kannada,2022,other ipc crimes,168
uttara kannada,2022,other sll crimes,4
uttara kannada,2022,prohibition of child marriage act,2
uttara kannada,2022,"protection of children from sexual offences act (pocso) r/w sec.376,354, 509 ipc)",256
uttara kannada,2022,total crimes against children (ipc+ sll),412
uttara kannada,2022,total ipc crimes against children,268
uttara kannada,2022,total sll crimes against children,144
uttara kannada,2023,abetment to suicide of women (sec. 305/306 ipc),12
uttara kannada,2023,assault on women with intent to outrage her modesty (sec. 354 ipc),320
uttara kannada,2023,cruelty by husband or his relatives (sec. 498 a ipc),42
uttara kannada,2023,cyber crimes/information technology act (women centric crimes only),8
uttara kannada,2023,dowry deaths (sec. 304b ipc),2
uttara kannada,2023,"dowry prohibition act, 1961",42
uttara kannada,2023,immoral traffic (prevention) act 1956 (women victims cases only),12
uttara kannada,2023,insult to the modesty of women (sec. 509 ipc),10
uttara kannada,2023,kidnapping & abduction of women,70
uttara kannada,2023,protection of children from sexual violence act (girl child victims only),128
uttara kannada,2023,rape (sec. 376 ipc),22
uttara kannada,2023,total crime against women (ipc+sll),668
vijayanagara,2022,abetment of suicide of child (sec.305 ipc),4
vijayanagara,2022,exposure and abandonment (sec.317 ipc),4
vijayanagara,2022,juveniles justice (care and protection of children) act,2
vijayanagara,2022,kidnapping and abduction of children,158
vijayanagara,2022,other ipc crimes,2
vijayanagara,2022,prohibition of child marriage act,10
vijayanagara,2022,"protection of children from sexual offences act (pocso) r/w sec.376,354, 509 ipc)",248
vijayanagara,2022,total crimes against children (ipc+ sll),202
vijayanagara,2022,total ipc crimes against children,66
vijayanagara,2022,total sll crimes against children,136
vijayanagara,2023,abetment to suicide of women (sec. 305/306 ipc),2
vijayanagara,2023,assault on women with intent to outrage her modesty (sec. 354 ipc),162
vijayanagara,2023,cruelty by husband or his relatives (sec. 498 a ipc),114
vijayanagara,2023,dowry deaths (sec. 304b ipc),2
vijayanagara,2023,"dowry prohibition act, 1961",60
vijayanagara,2023,insult to the modesty of women (sec. 509 ipc),2
vijayanagara,2023,kidnapping & abduction of women,32
vijayanagara,2023,murder with rape/gang rape,2
vijayanagara,2023,protection of children from sexual violence act (girl child victims only),124
vijayanagara,2023,rape (sec. 376 ipc),14
vijayanagara,2023,total crime against women (ipc+sll),514
vijayapura,2022,cyber crimes/information technology act,18
vijayapura,2022,exposure and abandonment (sec.317 ipc),6
vijayapura,2022,kidnapping and abduction of children,140
vijayapura,2022,murder (sec.302 ipc),6
vijayapura,2022,other ipc crimes,8
vijayapura,2022,prohibition of child marriage act,28
vijayapura,2022,"protection of children from sexual offences act (pocso) r/w sec.376,354, 509 ipc)",212
vijayapura,2022,total crimes against children (ipc+ sll),312
vijayapura,2022,total ipc crimes against children,160
vijayapura,2022,total sll crimes against children,152
vijayapura,2023,assault on women with intent to outrage her modesty (sec. 354 ipc),280
vijayapura,2023,cruelty by husband or his relatives (sec. 498 a ipc),214
vijayapura,2023,cyber crimes/information technology act (women centric crimes only),18
vijayapura,2023,dowry deaths (sec. 304b ipc),6
vijayapura,2023,"dowry prohibition act, 1961",16
vijayapura,2023,immoral traffic (prevention) act 1956 (women victims cases only),2
vijayapura,2023,insult to the modesty of women (sec. 509 ipc),4
vijayapura,2023,kidnapping & abduction of women,114
vijayapura,2023,miscarriage (sec. 313 & 314 ipc),8
vijayapura,2023,protection of children from sexual violence act (girl child victims only),106
vijayapura,2023,rape (sec. 376 ipc),40
vijayapura,2023,total crime against women (ipc+sll),808
yadgiri,2022,child labour (prohibition & regulation) act,2
yadgiri,2022,cyber crimes/information technology act,4
yadgiri,2022,exposure and abandonment (sec.317 ipc),2
yadgiri,2022,kidnapping and abduction of children,86
yadgiri,2022,murder (sec.302 ipc),2
yadgiri,2022,other ipc crimes,18
yadgiri,2022,prohibition of child marriage act,6
yadgiri,2022,"protection of children from sexual offences act (pocso) r/w sec.376,354, 509 ipc)",184
yadgiri,2022,total crimes against children (ipc+ sll),170
yadgiri,2022,total ipc crimes against children,66
yadgiri,2022,total sll crimes against children,104
yadgiri,2023,assault on women with intent to outrage her modesty (sec. 354 ipc),194
yadgiri,2023,cruelty by husband or his relatives (sec. 498 a ipc),64
yadgiri,2023,cyber crimes/information technology act (women centric crimes only),4
yadgiri,2023,dowry deaths (sec. 304b ipc),2
yadgiri,2023,"dowry prohibition act, 1961",40
yadgiri,2023,insult to the modesty of women (sec. 509 ipc),2
yadgiri,2023,kidnapping & abduction of women,38
yadgiri,2023,protection of children from sexual violence act (girl child victims only),92
yadgiri,2023,rape (sec. 376 ipc),30
yadgiri,2023,total crime against women (ipc+sll),466
