district,crime_type,year,time_of_occurrence,date_of_occurrence,police_deployed
Bangalore,arson,2023,28-06-2023 18:57,2023-06-28 18:00:00,4
Bangalore,illegal possession,2023,29-06-2023 14:24,2023-06-28 23:00:00,11
Bangalore,fraud,2023,29-06-2023 20:08,2023-06-29 09:00:00,5
Bangalore,arson,2023,29-06-2023 23:28,2023-06-29 11:00:00,13
Bangalore,extortion,2023,01-07-2023 10:27,2023-07-01 10:00:00,1
Bangalore,public intoxication,2023,01-07-2023 20:08,2023-07-01 20:00:00,13
Bangalore,sexual assault,2023,02-07-2023 06:13,2023-07-01 23:00:00,19
Bangalore,fraud,2023,02-07-2023 12:29,2023-07-02 08:00:00,12
Bangalore,illegal possession,2023,04-07-2023 06:32,2023-07-03 15:00:00,1
Bangalore,burglary,2023,04-07-2023 09:44,2023-07-03 20:00:00,8
Bangalore,arson,2023,05-07-2023 13:36,2023-07-04 22:00:00,15
Bangalore,vehicle - stolen,2023,06-07-2023 21:50,2023-07-06 06:00:00,12
Bangalore,robbery,2023,07-07-2023 03:13,2023-07-06 13:00:00,17
Bangalore,extortion,2023,07-07-2023 04:45,2023-07-07 03:00:00,15
Bangalore,assault,2023,07-07-2023 12:25,2023-07-07 06:00:00,11
Bangalore,vandalism,2023,08-07-2023 05:41,2023-07-07 08:00:00,14
Bangalore,arson,2023,09-07-2023 07:06,2023-07-08 18:00:00,4
Bangalore,firearm offense,2023,10-07-2023 01:49,2023-07-09 05:00:00,7
Bangalore,counterfeiting,2023,10-07-2023 16:52,2023-07-10 04:00:00,15
Bangalore,public intoxication,2023,11-07-2023 04:33,2023-07-10 11:00:00,6
Bangalore,traffic violation,2023,11-07-2023 20:22,2023-07-11 03:00:00,13
Bangalore,shoplifting,2023,11-07-2023 14:02,2023-07-11 08:00:00,13
Bangalore,firearm offense,2023,12-07-2023 04:36,2023-07-12 01:00:00,18
Bangalore,fraud,2023,13-07-2023 18:30,2023-07-12 19:00:00,18
Bangalore,robbery,2023,13-07-2023 06:02,2023-07-12 20:00:00,2
Bangalore,fraud,2023,13-07-2023 09:31,2023-07-12 23:00:00,3
Bangalore,assault,2023,13-07-2023 04:10,2023-07-13 03:00:00,13
Bangalore,counterfeiting,2023,14-07-2023 00:11,2023-07-13 09:00:00,14
Bangalore,kidnapping,2023,14-07-2023 17:47,2023-07-13 20:00:00,15
Bangalore,fraud,2023,14-07-2023 03:01,2023-07-13 23:00:00,13
Bangalore,burglary,2023,14-07-2023 08:33,2023-07-14 00:00:00,9
Bangalore,assault,2023,14-07-2023 21:38,2023-07-14 11:00:00,9
Bangalore,public intoxication,2023,15-07-2023 11:06,2023-07-14 17:00:00,6
Bangalore,extortion,2023,15-07-2023 04:40,2023-07-15 04:00:00,14
Bangalore,kidnapping,2023,16-07-2023 12:52,2023-07-15 19:00:00,14
Bangalore,robbery,2023,16-07-2023 12:03,2023-07-15 23:00:00,7
Bangalore,drug offense,2023,16-07-2023 03:21,2023-07-16 03:00:00,5
Bangalore,traffic violation,2023,16-07-2023 22:02,2023-07-16 11:00:00,1
Bangalore,domestic violence,2023,17-07-2023 00:00,2023-07-16 18:00:00,16
Bangalore,public intoxication,2023,17-07-2023 10:10,2023-07-16 19:00:00,9
Bangalore,extortion,2023,17-07-2023 09:37,2023-07-17 06:00:00,8
Bangalore,fraud,2023,17-07-2023 20:41,2023-07-17 08:00:00,5
Bangalore,robbery,2023,17-07-2023 21:45,2023-07-17 17:00:00,17
Bangalore,extortion,2023,18-07-2023 06:19,2023-07-17 18:00:00,4
Bangalore,counterfeiting,2023,18-07-2023 02:41,2023-07-17 23:00:00,2
Bangalore,fraud,2023,18-07-2023 19:14,2023-07-18 01:00:00,13
Bangalore,burglary,2023,19-07-2023 04:37,2023-07-18 15:00:00,5
Bangalore,counterfeiting,2023,19-07-2023 19:29,2023-07-19 11:00:00,18
Bangalore,counterfeiting,2023,20-07-2023 04:17,2023-07-19 21:00:00,14
Bangalore,illegal possession,2023,20-07-2023 20:45,2023-07-20 10:00:00,11
Bangalore,extortion,2023,21-07-2023 17:03,2023-07-21 05:00:00,9
Bangalore,drug offense,2023,22-07-2023 04:55,2023-07-21 20:00:00,17
Bangalore,extortion,2023,23-07-2023 11:20,2023-07-22 20:00:00,17
Bangalore,arson,2023,23-07-2023 17:05,2023-07-23 16:00:00,16
Bangalore,firearm offense,2023,25-07-2023 13:52,2023-07-24 17:00:00,17
Bangalore,extortion,2023,26-07-2023 00:39,2023-07-26 00:00:00,1
Bangalore,vandalism,2023,26-07-2023 11:49,2023-07-26 07:00:00,10
Bangalore,vehicle - stolen,2023,27-07-2023 09:02,2023-07-26 11:00:00,19
Bangalore,vehicle - stolen,2023,27-07-2023 09:25,2023-07-27 01:00:00,16
Bangalore,sexual assault,2023,28-07-2023 09:08,2023-07-27 13:00:00,6
Bangalore,counterfeiting,2023,28-07-2023 10:17,2023-07-27 19:00:00,7
Bangalore,homicide,2023,28-07-2023 07:04,2023-07-28 03:00:00,6
Bangalore,kidnapping,2023,28-07-2023 18:00,2023-07-28 14:00:00,7
Bangalore,counterfeiting,2023,29-07-2023 18:48,2023-07-28 19:00:00,12
Bangalore,kidnapping,2023,29-07-2023 13:17,2023-07-29 13:00:00,9
Bangalore,assault,2023,30-07-2023 17:48,2023-07-29 20:00:00,6
Bangalore,drug offense,2023,30-07-2023 01:18,2023-07-29 22:00:00,2
Bangalore,counterfeiting,2023,01-08-2023 16:16,2023-07-31 17:00:00,14
Bangalore,kidnapping,2023,01-08-2023 03:08,2023-07-31 18:00:00,8
Bangalore,cybercrime,2023,03-08-2023 09:56,2023-08-03 08:00:00,12
Bangalore,robbery,2023,04-08-2023 23:03,2023-08-04 05:00:00,4
Bangalore,firearm offense,2023,05-08-2023 15:13,2023-08-04 20:00:00,15
Bangalore,traffic violation,2023,05-08-2023 17:59,2023-08-04 22:00:00,6
Bangalore,cybercrime,2023,06-08-2023 14:25,2023-08-06 13:00:00,19
Bangalore,assault,2023,06-08-2023 18:28,2023-08-06 15:00:00,19
Bangalore,firearm offense,2023,06-08-2023 22:53,2023-08-06 18:00:00,13
Bangalore,sexual assault,2023,07-08-2023 15:09,2023-08-07 13:00:00,17
Bangalore,drug offense,2023,08-08-2023 23:28,2023-08-08 06:00:00,12
Bangalore,counterfeiting,2023,09-08-2023 02:12,2023-08-08 12:00:00,5
Bangalore,illegal possession,2023,09-08-2023 15:52,2023-08-08 16:00:00,1
Bangalore,illegal possession,2023,09-08-2023 20:29,2023-08-08 21:00:00,2
Bangalore,homicide,2023,10-08-2023 11:00,2023-08-09 22:00:00,5
Bangalore,sexual assault,2023,11-08-2023 01:48,2023-08-10 09:00:00,14
Bangalore,domestic violence,2023,10-08-2023 18:49,2023-08-10 10:00:00,17
Bangalore,illegal possession,2023,11-08-2023 02:02,2023-08-10 18:00:00,10
Bangalore,public intoxication,2023,12-08-2023 08:02,2023-08-11 17:00:00,2
Bangalore,sexual assault,2023,12-08-2023 13:10,2023-08-12 00:00:00,11
Bangalore,robbery,2023,12-08-2023 20:58,2023-08-12 05:00:00,15
Bangalore,cybercrime,2023,13-08-2023 02:09,2023-08-12 15:00:00,11
Bangalore,traffic violation,2023,13-08-2023 19:25,2023-08-13 00:00:00,12
Bangalore,shoplifting,2023,13-08-2023 07:47,2023-08-13 06:00:00,13
Bangalore,drug offense,2023,13-08-2023 19:54,2023-08-13 10:00:00,15
Bangalore,homicide,2023,14-08-2023 09:09,2023-08-13 11:00:00,1
Bangalore,shoplifting,2023,13-08-2023 21:02,2023-08-13 17:00:00,18
Bangalore,homicide,2023,14-08-2023 10:13,2023-08-13 18:00:00,9
Bangalore,vehicle - stolen,2023,15-08-2023 11:30,2023-08-14 16:00:00,10
Bangalore,traffic violation,2023,15-08-2023 04:52,2023-08-15 03:00:00,19
Bangalore,homicide,2023,16-08-2023 19:07,2023-08-16 18:00:00,1
Bangalore,extortion,2023,17-08-2023 09:34,2023-08-16 22:00:00,9
Bangalore,extortion,2023,17-08-2023 23:41,2023-08-17 00:00:00,8
Bangalore,counterfeiting,2023,18-08-2023 11:49,2023-08-17 12:00:00,3
Bangalore,vandalism,2023,18-08-2023 02:54,2023-08-17 19:00:00,11
Bangalore,vehicle - stolen,2023,19-08-2023 07:02,2023-08-18 09:00:00,12
Bangalore,counterfeiting,2023,18-08-2023 23:36,2023-08-18 16:00:00,9
Bangalore,cybercrime,2023,19-08-2023 18:11,2023-08-18 20:00:00,1
Bangalore,firearm offense,2023,19-08-2023 11:03,2023-08-18 22:00:00,13
Bangalore,domestic violence,2023,19-08-2023 22:02,2023-08-19 08:00:00,2
Bangalore,counterfeiting,2023,20-08-2023 06:45,2023-08-19 17:00:00,13
Bangalore,homicide,2023,20-08-2023 09:12,2023-08-19 20:00:00,5
Bangalore,assault,2023,20-08-2023 17:24,2023-08-19 22:00:00,17
Bangalore,shoplifting,2023,22-08-2023 03:38,2023-08-21 13:00:00,18
Bangalore,cybercrime,2023,21-08-2023 22:21,2023-08-21 18:00:00,5
Bangalore,assault,2023,23-08-2023 00:37,2023-08-22 03:00:00,16
Bangalore,assault,2023,23-08-2023 01:50,2023-08-22 17:00:00,1
Bangalore,arson,2023,23-08-2023 17:33,2023-08-22 19:00:00,8
Bangalore,homicide,2023,24-08-2023 14:32,2023-08-23 23:00:00,11
Bangalore,arson,2023,25-08-2023 05:06,2023-08-24 06:00:00,9
Bangalore,counterfeiting,2023,24-08-2023 11:20,2023-08-24 11:00:00,8
Bangalore,counterfeiting,2023,25-08-2023 16:21,2023-08-25 09:00:00,12
Bangalore,vehicle - stolen,2023,26-08-2023 04:05,2023-08-25 13:00:00,2
Bangalore,drug offense,2023,26-08-2023 11:10,2023-08-25 21:00:00,13
Bangalore,vehicle - stolen,2023,26-08-2023 07:56,2023-08-26 06:00:00,9
Bangalore,vandalism,2023,26-08-2023 15:38,2023-08-26 07:00:00,9
Bangalore,firearm offense,2023,27-08-2023 13:45,2023-08-27 12:00:00,19
Bangalore,vehicle - stolen,2023,28-08-2023 17:43,2023-08-28 08:00:00,15
Bangalore,arson,2023,30-08-2023 08:34,2023-08-29 18:00:00,7
Bangalore,vehicle - stolen,2023,30-08-2023 09:53,2023-08-30 01:00:00,12
Bangalore,sexual assault,2023,30-08-2023 19:55,2023-08-30 07:00:00,8
Bangalore,traffic violation,2023,30-08-2023 16:15,2023-08-30 08:00:00,6
Bangalore,arson,2023,31-08-2023 22:09,2023-08-31 01:00:00,2
Bangalore,extortion,2023,01-09-2023 12:06,2023-08-31 18:00:00,10
Bangalore,identity theft,2023,03-09-2023 01:19,2023-09-02 21:00:00,1
Bangalore,illegal possession,2023,04-09-2023 00:35,2023-09-03 10:00:00,8
Bangalore,vehicle - stolen,2023,04-09-2023 06:11,2023-09-03 16:00:00,18
Bangalore,sexual assault,2023,04-09-2023 06:05,2023-09-04 05:00:00,10
Bangalore,vehicle - stolen,2023,06-09-2023 04:47,2023-09-05 14:00:00,18
Bangalore,burglary,2023,06-09-2023 17:53,2023-09-05 19:00:00,2
Bangalore,traffic violation,2023,06-09-2023 01:12,2023-09-05 22:00:00,15
Bangalore,burglary,2023,07-09-2023 00:26,2023-09-06 22:00:00,6
Bangalore,identity theft,2023,07-09-2023 21:44,2023-09-06 23:00:00,13
Bangalore,homicide,2023,08-09-2023 19:41,2023-09-08 05:00:00,8
Bangalore,firearm offense,2023,08-09-2023 23:19,2023-09-08 16:00:00,19
Bangalore,illegal possession,2023,08-09-2023 21:22,2023-09-08 18:00:00,13
Bangalore,sexual assault,2023,09-09-2023 19:09,2023-09-09 01:00:00,10
Bangalore,drug offense,2023,09-09-2023 15:03,2023-09-09 10:00:00,5
Bangalore,sexual assault,2023,10-09-2023 15:38,2023-09-09 20:00:00,7
Bangalore,homicide,2023,10-09-2023 12:58,2023-09-10 01:00:00,2
Bangalore,robbery,2023,11-09-2023 01:24,2023-09-10 04:00:00,13
Bangalore,drug offense,2023,12-09-2023 21:54,2023-09-12 04:00:00,19
Bangalore,fraud,2023,12-09-2023 15:11,2023-09-12 07:00:00,5
Bangalore,sexual assault,2023,13-09-2023 20:33,2023-09-13 08:00:00,7
Bangalore,homicide,2023,13-09-2023 22:26,2023-09-13 11:00:00,7
Bangalore,illegal possession,2023,14-09-2023 11:57,2023-09-13 18:00:00,11
Bangalore,vandalism,2023,14-09-2023 16:46,2023-09-14 10:00:00,15
Bangalore,vehicle - stolen,2023,15-09-2023 03:47,2023-09-14 11:00:00,3
Bangalore,public intoxication,2023,15-09-2023 10:56,2023-09-14 14:00:00,16
Bangalore,public intoxication,2023,14-09-2023 17:59,2023-09-14 15:00:00,12
Bangalore,firearm offense,2023,16-09-2023 01:55,2023-09-15 03:00:00,7
Bangalore,traffic violation,2023,16-09-2023 00:02,2023-09-15 15:00:00,11
Bangalore,robbery,2023,17-09-2023 02:35,2023-09-16 12:00:00,3
Bangalore,assault,2023,17-09-2023 16:14,2023-09-16 17:00:00,6
Bangalore,domestic violence,2023,16-09-2023 21:40,2023-09-16 20:00:00,19
Bangalore,shoplifting,2023,17-09-2023 13:41,2023-09-17 02:00:00,11
Bangalore,illegal possession,2023,17-09-2023 11:35,2023-09-17 03:00:00,14
Bangalore,vehicle - stolen,2023,19-09-2023 09:42,2023-09-18 15:00:00,14
Bangalore,homicide,2023,19-09-2023 05:24,2023-09-18 21:00:00,10
Bangalore,traffic violation,2023,19-09-2023 17:52,2023-09-18 22:00:00,19
Bangalore,firearm offense,2023,19-09-2023 00:21,2023-09-18 23:00:00,4
Bangalore,homicide,2023,20-09-2023 09:36,2023-09-19 13:00:00,3
Bangalore,counterfeiting,2023,20-09-2023 17:49,2023-09-19 18:00:00,16
Bangalore,shoplifting,2023,20-09-2023 02:08,2023-09-19 20:00:00,10
Bangalore,shoplifting,2023,20-09-2023 23:04,2023-09-20 10:00:00,6
Bangalore,cybercrime,2023,21-09-2023 04:54,2023-09-20 13:00:00,12
Bangalore,public intoxication,2023,21-09-2023 04:00,2023-09-20 22:00:00,6
Bangalore,burglary,2023,22-09-2023 21:20,2023-09-22 01:00:00,19
Bangalore,public intoxication,2023,23-09-2023 06:08,2023-09-22 08:00:00,13
Bangalore,identity theft,2023,23-09-2023 13:34,2023-09-22 16:00:00,7
Bangalore,public intoxication,2023,23-09-2023 09:12,2023-09-22 22:00:00,3
Bangalore,firearm offense,2023,23-09-2023 16:50,2023-09-23 00:00:00,17
Bangalore,traffic violation,2023,23-09-2023 13:53,2023-09-23 05:00:00,6
Bangalore,vehicle - stolen,2023,23-09-2023 06:55,2023-09-23 06:00:00,15
Bangalore,identity theft,2023,24-09-2023 23:50,2023-09-24 01:00:00,11
Bangalore,vehicle - stolen,2023,25-09-2023 06:52,2023-09-24 22:00:00,12
Bangalore,sexual assault,2023,25-09-2023 06:37,2023-09-25 06:00:00,17
Bangalore,extortion,2023,25-09-2023 21:33,2023-09-25 12:00:00,13
Bangalore,vandalism,2023,26-09-2023 15:28,2023-09-25 22:00:00,19
Bangalore,cybercrime,2023,27-09-2023 04:25,2023-09-27 03:00:00,11
Bangalore,fraud,2023,28-09-2023 13:26,2023-09-27 14:00:00,12
Bangalore,fraud,2023,28-09-2023 23:26,2023-09-28 08:00:00,4
Bangalore,public intoxication,2023,29-09-2023 14:49,2023-09-29 06:00:00,2
Bangalore,domestic violence,2023,29-09-2023 18:49,2023-09-29 10:00:00,4
Bangalore,vehicle - stolen,2023,30-09-2023 09:08,2023-09-29 12:00:00,13
Bangalore,robbery,2023,30-09-2023 04:32,2023-09-29 19:00:00,12
Bangalore,homicide,2023,01-10-2023 12:30,2023-09-30 20:00:00,12
Bangalore,burglary,2023,02-10-2023 05:52,2023-10-01 06:00:00,10
Bangalore,kidnapping,2023,02-10-2023 13:44,2023-10-02 01:00:00,7
Bangalore,public intoxication,2023,02-10-2023 19:21,2023-10-02 04:00:00,7
Bangalore,firearm offense,2023,03-10-2023 00:58,2023-10-02 14:00:00,2
Bangalore,counterfeiting,2023,03-10-2023 08:00,2023-10-02 22:00:00,17
Bangalore,drug offense,2023,02-10-2023 23:29,2023-10-02 23:00:00,11
Bangalore,traffic violation,2023,03-10-2023 22:49,2023-10-03 18:00:00,3
Bangalore,fraud,2023,04-10-2023 22:42,2023-10-04 03:00:00,4
Bangalore,vandalism,2023,04-10-2023 19:32,2023-10-04 10:00:00,19
Bangalore,arson,2023,05-10-2023 23:34,2023-10-05 05:00:00,10
Bangalore,robbery,2023,05-10-2023 18:48,2023-10-05 14:00:00,14
Bangalore,vehicle - stolen,2023,06-10-2023 13:48,2023-10-06 02:00:00,6
Bangalore,vandalism,2023,06-10-2023 23:51,2023-10-06 05:00:00,4
Bangalore,drug offense,2023,06-10-2023 15:09,2023-10-06 15:00:00,17
Bangalore,drug offense,2023,07-10-2023 17:40,2023-10-06 18:00:00,17
Bangalore,fraud,2023,07-10-2023 00:31,2023-10-06 19:00:00,3
Bangalore,burglary,2023,07-10-2023 17:46,2023-10-07 12:00:00,9
Bangalore,identity theft,2023,08-10-2023 05:32,2023-10-07 13:00:00,7
Bangalore,fraud,2023,08-10-2023 04:39,2023-10-07 23:00:00,3
Bangalore,robbery,2023,09-10-2023 10:07,2023-10-09 00:00:00,3
Bangalore,counterfeiting,2023,10-10-2023 10:13,2023-10-09 11:00:00,19
Bangalore,vehicle - stolen,2023,10-10-2023 11:11,2023-10-10 02:00:00,19
Bangalore,public intoxication,2023,10-10-2023 10:31,2023-10-10 08:00:00,17
Bangalore,burglary,2023,12-10-2023 00:17,2023-10-11 03:00:00,8
Bangalore,homicide,2023,11-10-2023 12:11,2023-10-11 04:00:00,6
Bangalore,drug offense,2023,12-10-2023 14:11,2023-10-11 16:00:00,6
Bangalore,extortion,2023,14-10-2023 01:38,2023-10-13 03:00:00,6
Bangalore,vandalism,2023,14-10-2023 03:38,2023-10-13 04:00:00,18
Bangalore,counterfeiting,2023,13-10-2023 13:55,2023-10-13 08:00:00,5
Bangalore,public intoxication,2023,13-10-2023 18:29,2023-10-13 16:00:00,9
Bangalore,extortion,2023,14-10-2023 10:37,2023-10-13 18:00:00,1
Bangalore,arson,2023,14-10-2023 23:45,2023-10-14 01:00:00,3
Bangalore,extortion,2023,14-10-2023 12:47,2023-10-14 08:00:00,13
Bangalore,sexual assault,2023,14-10-2023 20:18,2023-10-14 19:00:00,16
Bangalore,traffic violation,2023,15-10-2023 02:49,2023-10-15 02:00:00,6
Bangalore,illegal possession,2023,15-10-2023 17:54,2023-10-15 13:00:00,7
Bangalore,robbery,2023,16-10-2023 22:14,2023-10-15 23:00:00,11
Bangalore,public intoxication,2023,18-10-2023 01:15,2023-10-17 13:00:00,14
Bangalore,domestic violence,2023,18-10-2023 08:38,2023-10-17 14:00:00,13
Bangalore,traffic violation,2023,18-10-2023 16:50,2023-10-17 19:00:00,12
Bangalore,kidnapping,2023,19-10-2023 02:45,2023-10-18 04:00:00,13
Bangalore,burglary,2023,18-10-2023 14:26,2023-10-18 05:00:00,10
Bangalore,traffic violation,2023,18-10-2023 13:59,2023-10-18 07:00:00,18
Bangalore,cybercrime,2023,20-10-2023 11:33,2023-10-20 01:00:00,1
Bangalore,robbery,2023,21-10-2023 17:49,2023-10-20 18:00:00,15
Bangalore,public intoxication,2023,21-10-2023 13:23,2023-10-20 19:00:00,9
Bangalore,domestic violence,2023,21-10-2023 18:44,2023-10-20 20:00:00,15
Bangalore,homicide,2023,21-10-2023 09:03,2023-10-21 08:00:00,19
Bangalore,shoplifting,2023,22-10-2023 12:13,2023-10-21 22:00:00,10
Bangalore,vehicle - stolen,2023,22-10-2023 08:03,2023-10-22 07:00:00,3
Bangalore,domestic violence,2023,22-10-2023 22:35,2023-10-22 09:00:00,18
Bangalore,domestic violence,2023,22-10-2023 15:53,2023-10-22 13:00:00,14
Bangalore,homicide,2023,23-10-2023 09:04,2023-10-22 15:00:00,16
Bangalore,homicide,2023,23-10-2023 20:05,2023-10-22 21:00:00,14
Bangalore,burglary,2023,24-10-2023 09:36,2023-10-23 11:00:00,14
Bangalore,public intoxication,2023,24-10-2023 17:04,2023-10-24 06:00:00,16
Bangalore,assault,2023,25-10-2023 04:57,2023-10-24 10:00:00,5
Bangalore,vehicle - stolen,2023,25-10-2023 08:46,2023-10-24 22:00:00,14
Bangalore,domestic violence,2023,25-10-2023 20:05,2023-10-25 16:00:00,5
Bangalore,firearm offense,2023,26-10-2023 13:03,2023-10-25 18:00:00,11
Bangalore,counterfeiting,2023,27-10-2023 18:49,2023-10-27 01:00:00,18
Bangalore,kidnapping,2023,27-10-2023 11:23,2023-10-27 08:00:00,14
Bangalore,traffic violation,2023,29-10-2023 00:51,2023-10-28 02:00:00,10
Bangalore,domestic violence,2023,29-10-2023 00:44,2023-10-28 05:00:00,5
Bangalore,arson,2023,29-10-2023 01:25,2023-10-28 10:00:00,14
Bangalore,arson,2023,30-10-2023 21:57,2023-10-30 07:00:00,7
Bangalore,shoplifting,2023,30-10-2023 13:09,2023-10-30 08:00:00,16
Bangalore,burglary,2023,31-10-2023 02:41,2023-10-30 12:00:00,3
Bangalore,fraud,2023,30-10-2023 20:17,2023-10-30 16:00:00,8
Bangalore,firearm offense,2023,31-10-2023 16:51,2023-10-30 17:00:00,16
Bangalore,drug offense,2023,02-11-2023 20:21,2023-11-02 03:00:00,6
Bangalore,counterfeiting,2023,02-11-2023 21:37,2023-11-02 07:00:00,9
Bangalore,illegal possession,2023,03-11-2023 04:39,2023-11-02 18:00:00,18
Bangalore,vandalism,2023,03-11-2023 19:28,2023-11-03 05:00:00,14
Bangalore,burglary,2023,03-11-2023 21:33,2023-11-03 19:00:00,15
Bangalore,kidnapping,2023,04-11-2023 14:01,2023-11-04 12:00:00,4
Bangalore,burglary,2023,05-11-2023 08:33,2023-11-04 23:00:00,2
Bangalore,traffic violation,2023,05-11-2023 21:35,2023-11-05 14:00:00,16
Bangalore,sexual assault,2023,05-11-2023 18:10,2023-11-05 17:00:00,15
Bangalore,arson,2023,07-11-2023 04:48,2023-11-06 14:00:00,18
Bangalore,identity theft,2023,07-11-2023 09:53,2023-11-06 19:00:00,1
Bangalore,public intoxication,2023,07-11-2023 08:42,2023-11-07 08:00:00,18
Bangalore,cybercrime,2023,08-11-2023 17:41,2023-11-07 23:00:00,12
Bangalore,identity theft,2023,08-11-2023 21:51,2023-11-08 12:00:00,4
Bangalore,illegal possession,2023,09-11-2023 10:50,2023-11-09 05:00:00,11
Bangalore,burglary,2023,10-11-2023 10:23,2023-11-09 12:00:00,8
Bangalore,identity theft,2023,10-11-2023 18:15,2023-11-09 22:00:00,8
Bangalore,identity theft,2023,11-11-2023 05:37,2023-11-11 00:00:00,17
Bangalore,identity theft,2023,12-11-2023 08:26,2023-11-12 05:00:00,17
Bangalore,illegal possession,2023,13-11-2023 14:35,2023-11-12 17:00:00,7
Bangalore,vandalism,2023,13-11-2023 23:01,2023-11-13 09:00:00,14
Bangalore,extortion,2023,14-11-2023 17:34,2023-11-13 19:00:00,19
Bangalore,illegal possession,2023,15-11-2023 02:14,2023-11-14 12:00:00,5
Bangalore,cybercrime,2023,15-11-2023 16:56,2023-11-15 04:00:00,9
Bangalore,burglary,2023,16-11-2023 01:28,2023-11-15 12:00:00,14
Bangalore,assault,2023,17-11-2023 05:32,2023-11-16 12:00:00,11
Bangalore,extortion,2023,16-11-2023 14:33,2023-11-16 13:00:00,3
Bangalore,cybercrime,2023,17-11-2023 17:32,2023-11-16 18:00:00,17
Bangalore,burglary,2023,17-11-2023 08:30,2023-11-17 07:00:00,18
Bangalore,identity theft,2023,18-11-2023 16:40,2023-11-17 17:00:00,15
Bangalore,illegal possession,2023,18-11-2023 06:10,2023-11-17 19:00:00,10
Bangalore,shoplifting,2023,18-11-2023 13:14,2023-11-18 04:00:00,1
Bangalore,shoplifting,2023,18-11-2023 05:42,2023-11-18 05:00:00,7
Bangalore,traffic violation,2023,19-11-2023 00:35,2023-11-18 13:00:00,19
Bangalore,burglary,2023,18-11-2023 14:20,2023-11-18 14:00:00,12
Bangalore,robbery,2023,19-11-2023 23:18,2023-11-19 10:00:00,3
Bangalore,sexual assault,2023,20-11-2023 20:05,2023-11-20 08:00:00,4
Bangalore,extortion,2023,22-11-2023 06:21,2023-11-21 08:00:00,14
Bangalore,drug offense,2023,23-11-2023 14:32,2023-11-22 20:00:00,3
Bangalore,fraud,2023,23-11-2023 09:54,2023-11-22 23:00:00,16
Bangalore,burglary,2023,23-11-2023 10:37,2023-11-23 02:00:00,2
Bangalore,firearm offense,2023,24-11-2023 04:36,2023-11-23 11:00:00,10
Bangalore,counterfeiting,2023,24-11-2023 19:14,2023-11-24 08:00:00,18
Bangalore,public intoxication,2023,24-11-2023 14:34,2023-11-24 14:00:00,1
Bangalore,cybercrime,2023,25-11-2023 11:28,2023-11-24 21:00:00,16
Bangalore,public intoxication,2023,25-11-2023 12:19,2023-11-25 04:00:00,17
Bangalore,burglary,2023,25-11-2023 18:02,2023-11-25 11:00:00,6
Bangalore,fraud,2023,26-11-2023 02:09,2023-11-25 17:00:00,13
Bangalore,public intoxication,2023,26-11-2023 18:27,2023-11-25 22:00:00,3
Bangalore,vehicle - stolen,2023,26-11-2023 10:26,2023-11-26 03:00:00,15
Bangalore,traffic violation,2023,26-11-2023 12:21,2023-11-26 09:00:00,18
Bangalore,counterfeiting,2023,27-11-2023 14:28,2023-11-26 16:00:00,5
Bangalore,drug offense,2023,27-11-2023 18:57,2023-11-27 02:00:00,15
Bangalore,vandalism,2023,27-11-2023 21:49,2023-11-27 03:00:00,1
Bangalore,burglary,2023,28-11-2023 08:45,2023-11-27 19:00:00,14
Bangalore,cybercrime,2023,28-11-2023 16:17,2023-11-27 20:00:00,17
Bangalore,domestic violence,2023,28-11-2023 04:18,2023-11-27 23:00:00,10
Bangalore,domestic violence,2023,28-11-2023 05:14,2023-11-28 02:00:00,6
Bangalore,fraud,2023,29-11-2023 01:56,2023-11-28 04:00:00,5
Bangalore,sexual assault,2023,28-11-2023 17:56,2023-11-28 06:00:00,18
Bangalore,homicide,2023,28-11-2023 17:14,2023-11-28 11:00:00,3
Bangalore,domestic violence,2023,29-11-2023 13:35,2023-11-28 14:00:00,16
Bangalore,traffic violation,2023,29-11-2023 02:15,2023-11-28 16:00:00,11
Bangalore,traffic violation,2023,29-11-2023 04:06,2023-11-29 01:00:00,10
Bangalore,counterfeiting,2023,30-11-2023 14:26,2023-11-29 17:00:00,18
Bangalore,fraud,2023,30-11-2023 10:23,2023-11-29 21:00:00,17
Bangalore,vehicle - stolen,2023,30-11-2023 05:50,2023-11-29 23:00:00,1
Bangalore,identity theft,2023,30-11-2023 18:15,2023-11-30 12:00:00,12
Bangalore,arson,2023,02-12-2023 02:47,2023-12-01 16:00:00,8
Bangalore,firearm offense,2023,01-12-2023 17:52,2023-12-01 17:00:00,9
Bangalore,drug offense,2023,03-12-2023 20:01,2023-12-02 23:00:00,1
Bangalore,traffic violation,2023,03-12-2023 20:16,2023-12-03 08:00:00,12
Bangalore,assault,2023,04-12-2023 22:45,2023-12-04 15:00:00,8
Bangalore,arson,2023,05-12-2023 07:47,2023-12-04 19:00:00,9
Bangalore,domestic violence,2023,06-12-2023 18:12,2023-12-06 06:00:00,7
Bangalore,traffic violation,2023,07-12-2023 01:54,2023-12-06 08:00:00,11
Bangalore,sexual assault,2023,06-12-2023 20:19,2023-12-06 12:00:00,8
Bangalore,firearm offense,2023,07-12-2023 14:27,2023-12-06 20:00:00,8
Bangalore,firearm offense,2023,07-12-2023 05:39,2023-12-06 22:00:00,12
Bangalore,identity theft,2023,07-12-2023 10:00,2023-12-07 05:00:00,9
Bangalore,identity theft,2023,07-12-2023 21:47,2023-12-07 07:00:00,16
